iter	Passed	Remaining
552	2048	1655
553	2052	1652
554	2056	1648
555	2059	1644
556	2063	1641
557	2066	1637
558	2070	1633
559	2074	1629
560	2077	1625
561	2080	1621
562	2084	1617
563	2087	1613
564	2091	1609
565	2094	1605
566	2097	1602
567	2101	1598
568	2105	1594
569	2108	1590
570	2112	1586
571	2115	1583
572	2118	1579
573	2122	1575
574	2125	1571
575	2129	1567
576	2132	1563
577	2135	1559
578	2139	1555
579	2143	1551
580	2146	1548
581	2150	1544
582	2154	1540
583	2157	1536
584	2160	1532
585	2163	1528
586	2166	1524
587	2169	1520
588	2172	1516
589	2175	1512
590	2179	1508
591	2182	1503
592	2185	1500
593	2188	1496
594	2191	1491
595	2195	1487
596	2198	1483
597	2201	1479
598	2204	1475
599	2207	1471
600	2210	1467
601	2214	1463
602	2217	1459
603	2220	1455
604	2223	1451
605	2226	1447
606	2229	1443
607	2232	1439
608	2235	1435
609	2238	1431
610	2241	1427
611	2244	1423
612	2247	1419
613	2250	1415
614	2253	1410
615	2256	1406
616	2259	1402
617	2263	1398
618	2266	1394
619	2269	1391
620	2272	1386
621	2275	1383
622	2278	1379
623	2282	1375
624	2285	1371
625	2288	1367
626	2292	1363
627	2296	1360
628	2299	1356
629	2303	1352
630	2306	1348
631	2309	1344
632	2312	1340
633	2316	1337
634	2319	1333
635	2323	1329
636	2326	1325
637	2330	1322
638	2333	1318
639	2337	1314
640	2340	1310
641	2344	1307
642	2347	1303
643	2351	1299
644	2354	1295
645	2357	1292
646	2360	1288
647	2363	1284
648	2366	1280
649	2370	1276
650	2373	1272
651	2376	1268
652	2379	1264
653	2382	1260
654	2385	1256
655	2388	1252
656	2391	1248
657	2394	1244
658	2397	1240
659	2401	1236
660	2404	1232
661	2407	1229
662	2410	1225
663	2413	1221
664	2416	1217
665	2419	1213
666	2422	1209
667	2425	1205
668	2428	1201
669	2431	1197
670	2434	1193
671	2437	1189
672	2440	1185
673	2443	1182
674	2446	1178
675	2449	1174
676	2453	1170
677	2456	1166
678	2460	1162
679	2463	1159
680	2466	1155
681	2469	1151
682	2472	1147
683	2475	1143
684	2478	1139
685	2481	1135
686	2484	1131
687	2487	1128
688	2490	1124
689	2494	1120
690	2496	1116
691	2499	1112
692	2503	1108
693	2506	1105
694	2509	1101
695	2512	1097
696	2515	1093
697	2518	1089
698	2521	1085
699	2524	1082
700	2528	1078
701	2531	1074
702	2534	1070
703	2537	1066
704	2540	1062
705	2543	1059
706	2546	1055
707	2549	1051
708	2552	1047
709	2555	1043
710	2558	1039
711	2561	1036
712	2564	1032
713	2567	1028
714	2570	1024
715	2573	1020
716	2576	1017
717	2579	1013
718	2582	1009
719	2585	1005
720	2588	1001
721	2592	998
722	2594	994
723	2598	990
724	2601	986
725	2604	982
726	2607	979
727	2610	975
728	2613	971
729	2616	967
730	2619	963
731	2622	960
732	2625	956
733	2628	952
734	2631	948
735	2635	945
736	2638	941
737	2641	937
738	2644	933
739	2647	930
740	2650	926
741	2653	922
742	2656	918
743	2659	915
744	2662	911
745	2665	907
746	2668	903
747	2671	900
748	2674	896
749	2678	892
750	2681	888
751	2684	885
752	2687	881
753	2690	877
754	2693	874
755	2696	870
756	2700	866
757	2703	862
758	2706	859
759	2709	855
760	2712	851
761	2715	848
762	2718	844
763	2722	840
764	2725	837
765	2729	833
766	2732	829
767	2735	826
768	2738	822
769	2741	818
770	2744	815
771	2747	811
772	2750	807
773	2754	804
774	2757	800
775	2760	796
776	2763	793
777	2766	789
778	2770	785
779	2773	782
780	2776	778
781	2779	774
782	2782	771
783	2785	767
784	2788	763
785	2791	760
786	2794	756
787	2797	752
788	2800	748
789	2803	745
790	2807	741
791	2811	738
792	2814	734
793	2817	731
794	2820	727
795	2824	723
796	2827	720
797	2830	716
798	2833	712
799	2836	709
800	2840	705
801	2843	701
802	2846	698
803	2849	694
804	2852	690
805	2855	687
806	2858	683
807	2861	680
808	2864	676
809	2867	672
810	2871	669
811	2875	665
812	2879	662
813	2883	658
814	2886	655
815	2889	651
816	2892	647
817	2895	644
818	2898	640
819	2901	636
820	2904	633
821	2907	629
822	2910	626
823	2914	622
824	2917	618
825	2921	615
826	2924	611
827	2927	608
828	2930	604
829	2933	600
830	2937	597
831	2940	593
832	2943	590
833	2946	586
834	2949	582
835	2952	579
836	2955	575
837	2958	572
838	2961	568
839	2964	564
840	2968	561
841	2971	557
842	2974	553
843	2977	550
844	2980	546
845	2983	543
846	2987	539
847	2989	535
848	2992	532
849	2996	528
850	2999	525
851	3002	521
852	3005	517
853	3008	514
854	3011	510
855	3014	507
856	3017	503
857	3020	499
858	3023	496
859	3026	492
860	3029	489
861	3032	485
862	3035	481
863	3038	478
864	3041	474
865	3045	471
866	3048	467
867	3051	464
868	3054	460
869	3057	456
870	3060	453
871	3063	449
872	3066	446
873	3069	442
874	3072	438
875	3075	435
876	3078	431
877	3081	428
878	3084	424
879	3087	421
880	3090	417
881	3094	413
882	3097	410
883	3100	406
884	3103	403
885	3106	399
886	3109	396
887	3112	392
888	3115	389
889	3118	385
890	3121	381
891	3124	378
892	3128	374
893	3131	371
894	3134	367
895	3137	364
896	3140	360
897	3143	357
898	3146	353
899	3150	350
900	3153	346
901	3156	342
902	3159	339
903	3163	335
904	3166	332
905	3169	328
906	3172	325
907	3175	321
908	3179	318
909	3182	314
910	3185	311
911	3189	307
912	3194	304
913	3198	300
914	3202	297
915	3205	293
916	3208	290
917	3211	286
918	3214	283
919	3217	279
920	3220	276
921	3223	272
922	3227	269
923	3230	265
924	3233	262
925	3236	258
926	3239	255
927	3242	251
928	3246	248
929	3249	244
930	3252	241
931	3255	237
932	3258	234
933	3262	230
934	3265	227
935	3268	223
936	3271	219
937	3274	216
938	3277	212
939	3280	209
940	3283	205
941	3286	202
942	3290	198
943	3293	195
944	3296	191
945	3299	188
946	3302	184
947	3305	181
948	3308	177
949	3311	174
950	3314	170
951	3317	167
952	3320	163
953	3324	160
954	3327	156
955	3330	153
956	3333	149
957	3336	146
958	3339	142
959	3342	139
960	3345	135
961	3348	132
962	3351	128
963	3354	125
964	3357	121
965	3361	118
966	3364	114
967	3367	111
968	3370	107
969	3373	104
970	3376	100
971	3379	97
972	3382	93
973	3385	90
974	3388	86
975	3391	83
976	3395	79
977	3398	76
978	3401	72
979	3404	69
980	3407	65
981	3410	62
982	3413	59
983	3416	55
984	3419	52
985	3422	48
986	3425	45
987	3428	41
988	3431	38
989	3434	34
990	3438	31
991	3441	27
992	3444	24
993	3447	20
994	3450	17
995	3453	13
996	3456	10
997	3459	6
998	3462	3
999	3465	0
