iter	RMSE
345	1.647231812
346	1.644452511
347	1.640091512
348	1.639195362
349	1.636947642
350	1.635098106
351	1.633621581
352	1.632381989
353	1.631120899
354	1.629652737
355	1.628685167
356	1.627230235
357	1.626253691
358	1.624280645
359	1.62350144
360	1.622654766
361	1.621605114
362	1.620273991
363	1.619220463
364	1.617936635
365	1.617138878
366	1.614011752
367	1.612891954
368	1.611773372
369	1.610125696
370	1.608336516
371	1.60718473
372	1.60630651
373	1.605156681
374	1.604015077
375	1.601392725
376	1.600420046
377	1.599219888
378	1.598569356
379	1.596593022
380	1.594461385
381	1.592357842
382	1.591417007
383	1.588566462
384	1.587513085
385	1.584851565
386	1.583578106
387	1.582581655
388	1.581732442
389	1.579840004
390	1.578569873
391	1.577622041
392	1.573906692
393	1.573188652
394	1.572090978
395	1.571378182
396	1.570039759
397	1.569322417
398	1.568298206
399	1.567321697
400	1.566382088
401	1.564083156
402	1.563750169
403	1.562283407
404	1.561264146
405	1.561039892
406	1.560026597
407	1.559142061
408	1.557840276
409	1.557063572
410	1.555777947
411	1.553856213
412	1.552959801
413	1.549382333
414	1.547869772
415	1.54713979
416	1.546397684
417	1.545068751
418	1.544497599
419	1.543058684
420	1.541130848
421	1.538374224
422	1.537868258
423	1.536751766
424	1.536060804
425	1.534435328
426	1.532411401
427	1.531850434
428	1.530963566
429	1.53007858
430	1.529709041
431	1.527082701
432	1.526256067
433	1.52480621
434	1.523291038
435	1.52292972
436	1.522267859
437	1.520616284
438	1.520367192
439	1.519603592
440	1.518474191
441	1.517398444
442	1.516922573
443	1.516065208
444	1.515321193
445	1.51441029
446	1.513913924
447	1.513045719
448	1.512092559
449	1.510396211
450	1.509307474
451	1.508678777
452	1.506643782
453	1.505470769
454	1.504773233
455	1.503832128
456	1.503175656
457	1.501103116
458	1.50044729
459	1.49963609
460	1.498044552
461	1.497324579
462	1.495748723
463	1.493807652
464	1.493495074
465	1.492868299
466	1.492261371
467	1.490754902
468	1.490040718
469	1.489114765
470	1.486526239
471	1.484184498
472	1.483233166
473	1.482914174
474	1.481766848
475	1.481144698
476	1.480295723
477	1.478502169
478	1.478228593
479	1.477644674
480	1.477023496
481	1.476374771
482	1.473826672
483	1.47281942
484	1.471215521
485	1.470173029
486	1.469253794
487	1.46865423
488	1.467849637
489	1.465185718
490	1.464434011
491	1.463305692
492	1.462588279
493	1.461771084
494	1.460975307
495	1.460195958
496	1.459410922
497	1.457812141
498	1.456967957
499	1.456167444
500	1.455761928
501	1.45345078
502	1.451118984
503	1.450071233
504	1.448639316
505	1.446384277
506	1.445649529
507	1.444589725
508	1.44346766
509	1.44247677
510	1.441590679
511	1.440328979
512	1.439610728
513	1.438848947
514	1.4383808
515	1.437542807
516	1.436979187
517	1.436713669
518	1.435933573
519	1.434808133
520	1.432646328
521	1.430816802
522	1.430478219
523	1.430271161
524	1.429927955
525	1.428373833
526	1.427671993
527	1.427024608
528	1.425850266
529	1.424069419
530	1.423246798
531	1.422455006
532	1.421736869
533	1.419738547
534	1.418796574
535	1.418561829
536	1.41822025
537	1.417474345
538	1.41571854
539	1.414945117
540	1.413251251
541	1.411712111
542	1.41075589
543	1.409884958
544	1.409523235
545	1.40872181
546	1.407176489
547	1.406478882
548	1.404568737
549	1.404384365
550	1.403705395
551	1.401847891
552	1.400514503
553	1.399292893
554	1.398629424
555	1.397169936
556	1.395869672
557	1.395108745
558	1.394210342
559	1.393508677
560	1.393200236
561	1.392383369
562	1.3917186
563	1.389482359
564	1.388870381
565	1.388599585
566	1.387986838
567	1.387178256
568	1.385850257
569	1.383489673
570	1.382926519
571	1.38243005
572	1.381598196
573	1.380852298
574	1.380614253
575	1.378889307
576	1.377576208
577	1.376935749
578	1.375282062
579	1.375117069
580	1.37407434
581	1.373483057
582	1.37258774
583	1.371850058
584	1.37044531
585	1.369822847
586	1.367644561
587	1.367388333
588	1.36634895
589	1.365759019
590	1.364238233
591	1.362666633
592	1.361107107
593	1.359214324
594	1.358529929
595	1.357514373
596	1.356688889
597	1.355253956
598	1.353587157
599	1.353007501
600	1.352222724
601	1.351333461
602	1.349976176
603	1.349345983
604	1.348046917
605	1.347837903
606	1.347565754
607	1.346694876
608	1.346441892
609	1.345294131
610	1.344351462
611	1.342973696
612	1.342342904
613	1.342161531
614	1.34159656
615	1.340960972
616	1.339280811
617	1.338658881
618	1.338035919
619	1.336015436
620	1.33508079
621	1.333635442
622	1.333082012
623	1.332914373
624	1.331018439
625	1.330159144
626	1.329495689
627	1.328873917
628	1.327406389
629	1.326829557
630	1.325729388
631	1.325590078
632	1.325033996
633	1.323942488
634	1.323637948
635	1.323118761
636	1.322420095
637	1.321177932
638	1.319807781
639	1.318722893
640	1.318106944
641	1.315866975
642	1.314074653
643	1.312876233
644	1.311750306
645	1.310859078
646	1.309539892
647	1.308663932
648	1.307510897
649	1.306539877
650	1.305774749
651	1.305217531
652	1.30462167
653	1.303624423
654	1.303171831
655	1.302045455
656	1.301377622
657	1.300848644
658	1.300701241
659	1.299999384
660	1.299454365
661	1.298715876
662	1.298109166
663	1.296513724
664	1.295987179
665	1.2955251
666	1.294769506
667	1.293474716
668	1.292955693
669	1.290931413
670	1.28956951
671	1.288807125
672	1.287296925
673	1.286814844
674	1.286243115
675	1.286100924
676	1.284571935
677	1.284064151
678	1.283548979
679	1.283427354
680	1.283226404
681	1.282476034
682	1.281729642
683	1.281118311
684	1.280698316
685	1.279491017
686	1.277850627
687	1.277420554
688	1.275951715
689	1.275300849
690	1.274822723
691	1.274336505
692	1.273879512
693	1.273493437
694	1.273375235
695	1.273242124
696	1.272395369
697	1.271056446
698	1.269574452
699	1.26895579
700	1.268396657
701	1.267559718
702	1.266657583
703	1.265949893
704	1.265554307
705	1.264714114
706	1.263342162
707	1.261904301
708	1.25990526
709	1.258955545
710	1.258265065
711	1.257879016
712	1.257754506
713	1.255691804
714	1.25544211
715	1.255012746
716	1.254444947
717	1.253924286
718	1.253494416
719	1.252254591
720	1.251792179
721	1.251062811
722	1.250953653
723	1.249670527
724	1.248893035
725	1.247827828
726	1.247461483
727	1.246788528
728	1.245548495
729	1.245163869
730	1.242295134
731	1.241470391
732	1.240857122
733	1.239827731
734	1.238533279
735	1.2368123
736	1.236311765
737	1.236038859
738	1.235631748
739	1.23507594
740	1.234541042
741	1.23323466
742	1.232325194
743	1.232156349
744	1.231631047
745	1.23112458
746	1.23056187
747	1.230126542
748	1.230003869
749	1.229406437
750	1.227922702
751	1.22640943
752	1.224562458
753	1.224460231
754	1.223685625
755	1.22314282
756	1.221361465
757	1.220769495
758	1.220442623
759	1.219644722
760	1.218766924
761	1.217171692
762	1.215666866
763	1.214684802
764	1.21409094
765	1.213442704
766	1.212738976
767	1.211957493
768	1.210285393
769	1.209445192
770	1.208364609
771	1.207937976
772	1.207172799
773	1.206660027
774	1.206014909
775	1.205300025
776	1.204842378
777	1.203458392
778	1.202975581
779	1.202131746
780	1.201478839
781	1.20071085
782	1.199210291
783	1.198942745
784	1.198443117
785	1.198322071
786	1.19781982
787	1.197420664
788	1.197033209
789	1.196383703
790	1.195899969
791	1.195782448
792	1.19479263
793	1.194032824
794	1.193562148
795	1.192508944
796	1.19137487
797	1.190924401
798	1.190405193
799	1.1896749
800	1.188855936
801	1.188645936
802	1.188133754
803	1.187016463
804	1.18669054
805	1.186110597
806	1.185248133
807	1.183865518
808	1.183518148
809	1.182477649
810	1.182084536
811	1.181831703
812	1.181208258
813	1.180766098
814	1.180211494
815	1.179803323
816	1.179213958
817	1.178678344
818	1.177953671
819	1.175930655
820	1.175587773
821	1.175447201
822	1.173624916
823	1.172171212
824	1.1718467
825	1.171384126
826	1.171024332
827	1.170753383
828	1.169842828
829	1.169719835
830	1.169273042
831	1.168982104
832	1.168188102
833	1.167521183
834	1.166859653
835	1.166456072
836	1.166004058
837	1.165665549
838	1.164755571
839	1.164401353
840	1.163983267
841	1.163040913
842	1.162469646
843	1.161883477
844	1.161344699
845	1.161094522
846	1.160555537
847	1.160212302
848	1.159722524
849	1.15920103
850	1.158804939
851	1.158326142
852	1.157807442
853	1.157424568
854	1.156805651
855	1.156262949
856	1.155751749
857	1.155424037
858	1.154554319
859	1.154188965
860	1.153810367
861	1.153549913
862	1.15334777
863	1.151421171
864	1.150907724
865	1.150100511
866	1.149415182
867	1.148102831
868	1.14753051
869	1.147296729
870	1.146297323
871	1.145643995
872	1.14477823
873	1.144520451
874	1.144079371
875	1.143743255
876	1.142950132
877	1.142652037
878	1.142113186
879	1.141941759
880	1.141800285
881	1.141169224
882	1.140779787
883	1.140210891
884	1.139816201
885	1.139243742
886	1.138460434
887	1.137931104
888	1.137475984
889	1.137013481
890	1.13472745
891	1.134054036
892	1.133054275
893	1.132983206
894	1.13229848
895	1.131972401
896	1.131505845
897	1.130800817
898	1.12988907
899	1.129779368
900	1.128917613
901	1.128094439
902	1.127281863
903	1.126886497
904	1.126499249
905	1.125153626
906	1.124642209
907	1.123779911
908	1.123406552
909	1.122970991
910	1.122354799
911	1.122259985
912	1.121654003
913	1.121561125
914	1.121322915
915	1.12085667
916	1.120493059
917	1.120168948
918	1.117892947
919	1.117504892
920	1.117241136
921	1.116661559
922	1.116415376
923	1.115585923
924	1.114793661
925	1.114184907
926	1.113735857
927	1.112518702
928	1.11194967
929	1.111421058
930	1.110589557
931	1.110023885
932	1.107956617
933	1.107295946
934	1.105707715
935	1.105251766
936	1.10475766
937	1.103997545
938	1.103233114
939	1.102944659
940	1.102687244
941	1.102105961
942	1.102036059
943	1.101048463
944	1.100889246
945	1.099861542
946	1.099458766
947	1.09903584
948	1.098483711
949	1.098278949
950	1.098010785
951	1.097470868
952	1.097011147
953	1.095926481
954	1.094864015
955	1.094024659
956	1.093608548
957	1.092741445
958	1.092438976
959	1.09181728
960	1.091594558
961	1.091303971
962	1.0907609
963	1.090292766
964	1.089739953
965	1.08923542
966	1.088787704
967	1.08850371
968	1.08733976
969	1.086984304
970	1.086690267
971	1.086144018
972	1.085978124
973	1.085597199
974	1.085236597
975	1.085021985
976	1.084345233
977	1.083869646
978	1.083334969
979	1.082768121
980	1.08233682
981	1.082034088
982	1.081459762
983	1.080565081
984	1.079633088
985	1.079213219
986	1.078266928
987	1.078100115
988	1.076190662
989	1.075754444
990	1.075227228
991	1.074651385
992	1.074219525
993	1.07335269
994	1.072940238
995	1.072763037
996	1.072474406
997	1.071541183
998	1.070787711
999	1.070355114
